BRCA	HNSC	KIRC	KIRP	LIHC	LUSC	PRAD	STAD	THCA
hsa-mir-146a	0.507081080294038	-0.553042372221273	0.789683070482251	1.27039806564947	0.00817812933385404	-0.0650111441012406	-0.399762795657596	0.199011215813972	0.427915993285963
hsa-mir-146b	0.124313390805795	0.17918718108276	1.52105778806286	0.998628485326095	0.956989925612601	-0.853481692181449	0.622502616841846	1.59323320471186	5.6446459452087
hsa-mir-148a	1.02482212505042	-1.38119546784393	0.624716127447353	0.442657438837237	-0.145642024162937	0.401143332138854	0.976039431525454	-0.899716309776683	-0.165333203459706
hsa-mir-148b	1.28524979276761	0.0659911205653777	0.321275432302472	0.558365090145294	0.643518532011216	0.13765802786206	-0.00519732701616328	0.239244189351202	-0.202799253564287
hsa-mir-149	1.29876769154862	0.2671959989532	-1.56874178852974	-0.725369528644858	0.728703417865841	3.33562384240759	-0.0485025926791995	-1.77840839205027	0.442726524860105
hsa-mir-150	0.129882468636584	-0.351835441760929	0.743128430884828	0.292110991007821	-0.691630336616592	-0.512386496789606	0.313119375187323	0.356415249106196	-0.960499404449056
hsa-mir-151a	0.380245462011003	0.252949872834839	0.400479905774779	0.372747302602578	1.11636596695898	0.52556708054066	-0.130915812153263	0.459897332147672	0.255253774228455
hsa-mir-151b	-0.496013913378757	-1.38742519550681	0.909273637567763	0.0433929830253885	0.032668200538651	-1.06206948736171	-0.41722934990469	-0.525028073225021	0.0245424059905472
hsa-mir-152	-0.0485290749019098	0.00399309317095506	0.159730555200236	0.372067103347206	0.176438841850886	0.728472758998637	-0.724048046443413	-0.841290889973638	-0.757712876249104
hsa-mir-153-1	1.67425131529104	-0.769831267342331	1.40025264912423	0.479249715134848	0.0253536274345214	0.686191400542296	1.91881695953311	-0.830076386237173	-0.87413002492322
hsa-mir-153-2	1.45299312715287	-0.164267653797042	1.30054113929579	0.754342059113241	-0.072484288661226	0.842471523186782	2.235527124832	-0.558939163728468	-0.980824946157278
hsa-mir-154	-0.664765226531105	-0.758807312399678	-1.98311445409404	-2.35313062135448	-0.630576524449342	1.48541841143121	-0.481057021472976	-0.161669859093633	-0.445393366482032
hsa-mir-155	1.35834585997092	-0.0489898294521032	3.36631946473178	1.57508573866113	0.34662268269694	0.3166180522974	0.130537917120491	0.550990231789654	0.164139012387783
hsa-mir-15a	0.575232913512631	0.319370568419841	0.989266555023017	0.571814267300385	0.128471146214277	-0.440812717029667	0.158613893988138	0.551835783425234	0.615851219382162
hsa-mir-15b	0.640640208580834	0.429995510000315	0.661983115575011	0.560632450803904	0.611685032650606	0.440482640210581	0.215433175101856	0.330828467595034	0.0974198728715221
hsa-mir-16-1	0.307791355505365	0.102414128050559	0.806728733707626	0.246953077630779	-0.0415993319406314	0.128483356856538	0.0122185840672573	0.250686600293044	-0.12613003934812
hsa-mir-16-2	0.295927479381985	0.125914424979991	0.814018667951765	0.257300814912596	-0.0371318761975353	0.149729100459151	-0.0247578890691548	0.226632820922558	-0.149178194903658
hsa-mir-17	0.777746649818186	0.340210966260641	0.212276693293749	0.614387563573441	0.351979016622944	1.10068367039671	0.733747762726887	0.767705113393565	0.0245141400248043
hsa-mir-181a-1	0.58442235724798	0.578538744946147	0.764424457361664	0.312785215749161	0.390214718098513	-0.943061881487536	-0.165037584896286	0.811306601740635	1.36010286269253
hsa-mir-181a-2	0.307022440291699	0.544196050704371	0.413621994111527	0.254741811561601	0.50059119183527	-0.380762392295122	-0.360288647668685	0.435918410984823	1.57525639464004
hsa-mir-181b-1	1.19334797134509	0.778302607289503	1.14818259678262	0.628487589830659	0.831662824190803	-0.148004908952099	-0.415583269721866	1.04455458206794	1.52634254073432
hsa-mir-181b-2	1.08170684371935	0.805706235145374	1.15128999984085	0.624626075151496	0.873096787429343	-0.177465018279254	-0.465280732746797	1.04818852670413	1.57141760962434
hsa-mir-181c	1.269963439229	-0.165393074315799	0.309015714867676	0.975997250678873	0.203385631410372	-0.313546056565866	-0.327332985519353	-0.310862420737014	0.692418849017889
hsa-mir-181d	1.37152548543708	0.313980645021675	0.468423162886404	0.982769645108688	0.66175045888268	0.138749381590444	-0.412711522863806	-0.398073013564142	1.23809900618466
hsa-mir-182	2.12260861965297	1.23323260841687	-0.656818279912398	2.06320590500366	3.585091713673	1.98747017571689	1.13791898300823	1.03560302737392	1.12086102725833
hsa-mir-183	2.80136173815526	1.72763051240218	-1.02063574595766	2.21007412631557	4.15965443771409	3.02682658892046	1.01547334757462	1.52642835467148	1.26221261596872
hsa-mir-185	0.00367518647727864	0.712857981796093	0.764147515340476	1.36580709270199	0.559045389558681	-0.0650008590209336	0.0124901502445807	0.519987886631364	0.0276845774846832
hsa-mir-186	-0.145712605986534	-0.0461258541616067	0.517230283290638	0.19907107070915	0.178271998546086	0.181061156490294	-0.00975152326574623	-0.202240051269842	-0.106961511838219
hsa-mir-187	3.59934995420568	1.49203112032143	-1.94841258804324	-0.708042960575765	-0.436194702946797	1.29077558979597	-2.10220747607698	-1.81258589755259	2.55056980669222
hsa-mir-188	1.52930741076213	0.205022634984728	-1.76684003329593	-0.744949452240523	0.832028073344741	1.3106271280398	0.351299996990982	1.52410402038466	0.446260185565326
hsa-mir-18a	0.857213793861785	1.07970045173162	0.588620592859619	0.475930824243309	0.681728778193149	1.19522105766963	0.592801593403953	1.72730988270374	-0.869639740082773
hsa-mir-18b	0.0017266962303634	0.697324858910161	-0.650093089443615	0.443632768211284	0.135195167724641	0.601888493862273	0.305557937388561	0.408540863338811	-1.00697643624932
hsa-mir-190a	-0.738008632801862	-1.22845526943248	-0.608235650751177	-1.32950192854636	0.243643749489989	-1.2157947307032	-0.154463449747804	-0.191274106965854	-0.893422952443667
hsa-mir-191	1.31497437209994	0.120559223173167	-0.268768089625894	0.542446662143725	-0.0893429938216686	0.610002850004951	0.531483430757426	0.597874061795535	0.319710384917914
hsa-mir-192	1.52456967541404	0.0852879171942025	0.239621162028098	-0.489312745496551	-0.158151695748866	1.06616106565815	-0.03639994378674	0.544080568793974	0.081487443492824
hsa-mir-193a	-1.04685503124258	0.377026923972628	0.967192965790959	0.958048104669593	-0.0829787070398664	0.507583935400518	-0.196602281129144	-1.13194524607408	-0.581336104358816
hsa-mir-193b	0.256811804531935	1.49241149424054	0.0742223002858396	1.05684603564217	0.25748052620806	2.35299862804351	-0.083222180777462	-0.272483088177033	-0.846021269349802
hsa-mir-194-1	0.304223939632342	-0.236993396881024	0.0594785261966392	-0.598157323720965	0.117231222528339	-0.191897749246071	-0.0236578672229926	1.06956389024573	0.101945718611844
hsa-mir-194-2	0.357188493546232	-0.191678852109294	-0.0410133132118188	-0.632525193094889	0.109154513714649	-0.158900002037162	0.0180290600659181	1.11030182759335	0.109753943882926
hsa-mir-195	-1.56763988328828	-1.65669886785673	0.197961530981268	-2.08641214647999	-0.556572114281526	-1.61922665026386	-0.186874433847119	-1.22886144705383	-1.03799332059734
hsa-mir-196a-1	3.08865602278911	4.47511646789708	0.634958494066021	0.341831897215865	3.88686492139922	6.80083692864519	-1.12903109253924	4.54568600336705	1.361843623782
hsa-mir-196a-2	2.93649077484443	4.46574247611596	0.440060940367353	0.185973929789657	3.91998962748645	6.68894744839076	-0.843150159169911	4.46035475024205	1.24729745865048
hsa-mir-196b	0.616003225254578	3.48251941432794	1.34108588501583	1.55404558404119	2.67391746492136	5.64958745605495	0.665337279589478	4.20762511648192	1.94207464339332
hsa-mir-197	-0.223585932848883	0.696992936878698	0.283004742423372	0.345920095549044	0.0958650703615961	0.757483091041652	0.385794189204541	0.0635557595476428	-0.0995756261537556
hsa-mir-1976	0.375933021356907	0.602285007271042	0.194208115161517	0.708673128576767	0.0443682785547835	-0.900344010077511	0.381863514529161	0.684234752650073	-0.376344720358126
hsa-mir-199a-1	0.300208299591692	-0.437540173383241	-1.58660223662479	-1.98360676787742	-1.32293407659304	0.384797319542302	-0.245417467027822	0.0068842985590139	-0.790763703419803
hsa-mir-199a-2	0.325851905387057	-0.450786508108393	-1.53972493862347	-2.01289239412425	-1.31824928478955	0.450213554293005	-0.256446067336264	0.0855039135279175	-0.820868967284876
hsa-mir-199b	0.278250412828893	-0.531733807650082	-1.48270340745553	-2.02135893644653	-1.27575353622539	0.500838682439565	-0.234876640485551	0.230629639421515	-0.904809588008416
hsa-mir-19a	0.848218895004401	0.498594179639302	0.305604612019242	0.15472088865835	0.0273329784881659	1.48586466590858	1.0734928705207	1.01292596650663	-0.255455993340892
hsa-mir-19b-1	0.320489011124647	-0.0525048103321992	-0.153696988473354	-0.0556016662421903	-0.133716811665262	0.956485355791589	0.937700300069664	0.540772850204062	-0.231423691058549
hsa-mir-19b-2	0.257082467266785	-0.132189324457871	-0.242916258590876	-0.116274788381056	-0.0680251123121055	0.829534714733303	0.986669652346785	0.519257903262577	-0.211704507132814
hsa-mir-200a	2.10753741732775	0.116823842282696	-1.54770740382516	-0.365011996690916	0.401497032031402	1.76032764848954	0.25826857795773	1.20637081182493	0.828977445366427
hsa-mir-200b	1.60746026741629	-0.48973950225646	-2.07947420988222	-0.509197917989895	0.428448476601112	1.26986075960221	0.389919571057603	1.06706918355194	0.842430934698669
hsa-mir-200c	1.30191151362926	0.424013079427005	-4.72576522513193	-0.899502967485579	1.3528066605003	1.18501805136739	1.06105497277847	0.793502902412329	0.508920707398119
hsa-mir-203a	2.3727664913689	-0.682530591333857	-2.15023610715042	-1.78403851954719	-0.0129605900016753	2.39067335506192	0.188636931111264	-1.95650086595937	0.750085968028192
hsa-mir-204	-3.09527374673612	-0.807211653884525	-1.52925785842777	-1.23104242255224	1.12338056520925	2.12913542275585	-1.95499989890762	-2.04336277781188	-0.829160837012654
hsa-mir-20a	0.297716753239815	0.421804696122655	0.0958966928505897	0.596051494863819	0.242240543917848	1.09495036594995	1.01532054424179	0.561764792362935	0.0132569370422368
hsa-mir-20b	0.853901309348378	0.028340176225802	-1.20161914288448	-0.11899301711649	0.134911953844583	0.737081764387728	0.959257237700346	-1.23925935460837	-1.23430058700852
hsa-mir-21	2.04967276467838	1.28327710464193	1.9640327252833	2.7914756939963	1.59892455300641	0.721474444891792	0.337934412870673	1.57493701475325	2.02326001336603
hsa-mir-210	3.34669366314407	1.86139230119238	3.21915441222271	1.87556262547994	0.186101225087744	4.67162507250627	1.02962595200411	1.0061034887665	0.171949426780572
hsa-mir-2110	-0.490024392854799	0.105512350907079	0.00205552766672954	0.545747397384056	0.198761583542979	0.106789485855636	0.326211313105415	0.30028390240939	0.366542965809012
hsa-mir-2116	0.166861583215319	0.677581006066068	0.0496001278659132	1.22936111031642	0.247769550555326	1.6415280398843	0.179045630636838	0.782261280064466	0.94976816642893
hsa-mir-212	-0.145520590282931	0.182713186552154	-0.239056286670738	-0.699542289732274	0.70222482785028	0.886845053280053	-0.632208355529939	0.751973251750426	0.461638515352676
hsa-mir-214	0.309543752872473	0.0923237020077762	-1.64624388747509	-2.26041465961234	-1.16006944957563	0.529479190250432	-0.340005383500447	0.500015130142739	-0.871550985554952
hsa-mir-215	-1.06283855191285	-0.630521492387167	1.44017887532153	-0.893566637095596	0.610682979606541	0.458480310640475	-0.459078679283828	0.142455265269457	-0.656541813273588
hsa-mir-217	-0.809632848878543	-1.07373374303461	-2.53645753081929	-2.88961406890547	3.76999443164432	-0.710275674980014	-0.0872855022265579	0.92234364177735	1.48998344648123
hsa-mir-218-1	-0.933622635569391	-0.969643685225755	-1.35372850808459	-0.40606824364423	0.285951934792703	-1.59618067102465	-0.52370707741939	-1.06388877669812	-0.512739105497646
hsa-mir-218-2	-1.00278375412683	-0.930511772105583	-1.22229752933008	-0.439478792494126	0.231031951007769	-1.57010261373107	-0.566056600767139	-1.11779945103417	-0.535292511349684
hsa-mir-219a-1	0.412892730355867	0.326596195216184	0.230178692192278	0.982613584190015	0.320443153106324	1.35019839589419	0.304803260090753	0.134596403161846	-0.147393032025822
hsa-mir-22	-0.50181348032117	0.0106799797231349	-0.0448874328631389	0.111809996120585	-0.219035499765012	-0.411282964837452	-0.425808036142638	-0.267555132042518	0.174816977985062
hsa-mir-221	-0.213535412929016	0.407958471838135	-0.0135697534445489	0.912646437723619	1.41526037146149	-0.379864871387724	-1.32184496376782	0.791461771154521	3.4858672344426
hsa-mir-222	0.0548084286579253	0.395120242836621	0.205053871205381	1.16884357482393	1.26082755804826	0.419651204734822	-0.976753232966026	1.07585152511692	3.11323731155845
hsa-mir-223	-1.20375880429944	0.33753473097613	0.554182308595794	1.29031414654896	-0.917682839127847	-0.789884412165554	-0.0425214672001901	0.747640797253962	-0.745671841166894
hsa-mir-224	-0.785459398285534	1.79209556377698	2.54041949638438	1.61328151724493	2.7106169472216	2.93530804672749	-0.635147647893078	0.823658006772551	0.938196926926545
hsa-mir-2277	0.93314108991619	1.09365607837427	1.94960430123241	0.766710832485906	0.667461560752287	2.27848400496471	-0.0948550985105552	0.467960169393487	0.36974913298015
hsa-mir-2355	-0.110047343002891	1.45532964062781	1.30061465307018	0.76980894211404	0.0708551379793282	0.380473124419043	-0.310336092121747	0.0514708411990318	0.207305330568188
hsa-mir-23a	0.125817443473459	0.360820998547089	0.664252381275601	0.667909641885394	0.354112394162267	0.22717956845418	-0.363625655750311	-0.0855459099011611	0.252463182138053
hsa-mir-23b	-0.0854222399060808	-0.52741190635991	-0.601552069870615	-0.425348248558605	-0.143204003702813	-0.0280212615257811	-0.631656471059483	-1.25637760378081	0.757249374040374
hsa-mir-24-1	0.114520895568683	0.361506284889189	-0.212472557036673	-0.166162004596682	0.115480243593592	0.400994376569907	-0.623082424609055	0.0485048081974828	0.0766730825362985
hsa-mir-24-2	0.117675212038874	0.372610059408025	-0.163292091770427	-0.110012240297016	0.185477551717915	0.393341682885985	-0.612855926723718	0.0657135620940091	0.058104075960916
hsa-mir-25	-0.217036905585001	0.548749459462233	0.775293646804694	0.804862633834969	0.919551001134996	0.234814124570153	0.704461829137065	0.56396931030318	-0.218694341757865
hsa-mir-26a-1	-0.549770086698821	-1.20744947613268	-0.560481970090342	-0.849464793742109	-0.200610611059164	-1.07937591746307	-0.547426046478764	-0.833514615614323	-0.351058110634422
hsa-mir-26a-2	-0.553807704695861	-1.20388671084846	-0.558690590739148	-0.855694814835739	-0.19889114958447	-1.07703580196262	-0.552517142617293	-0.82086250893246	-0.355716937382684
hsa-mir-26b	-0.0982874650817353	-0.719247034776462	-0.364656649327751	-1.02299117054503	-0.499475369126133	-0.178823180485227	0.125807504763162	-0.553418673909691	-0.201629748991075
hsa-mir-27a	0.527076602164447	0.39474148641423	0.310575759699369	0.16059723246011	0.295852862461688	0.192657312884891	-0.558735608851618	0.256141082166429	0.30860896087364
hsa-mir-27b	0.0384738187516854	-0.806089256883784	-1.02675691924472	-0.940272977964109	-0.433596777099797	0.14913288376546	-0.87954481086701	-1.00450023095879	0.678363965038623
hsa-mir-28	-0.679619598864636	0.320546335072056	0.829978894764779	0.731990836239259	0.197302711675526	0.412724847576975	-0.21677972205979	-1.22574464560397	-0.607348470320082
hsa-mir-296	-0.47535325159217	0.655945247043487	0.362791459134886	0.669363903390464	0.481525995551093	2.35008396614883	-0.425000615657926	-0.242610020592082	0.0861199417512825
hsa-mir-299	-1.22476371236481	-2.15547314963791	-2.02773470921895	-1.82107836238685	-0.738801275171043	1.0905522179198	-0.80964651787372	-0.547963592535521	-0.188610035127218
hsa-mir-29a	-0.830486342664179	-1.22519188698968	-0.751380599921148	-0.467006117030274	0.0774197834761163	-1.02320500298745	-0.449852138789056	-0.155485747133377	0.46649275840558
hsa-mir-29b-1	0.767972883284722	-0.698302384726136	-0.38937942877033	-0.490320602071373	0.0149066148817721	-0.286948779869928	-0.22655004794949	-0.137235333235996	0.627826388758964
hsa-mir-29b-2	0.676371750924017	-0.725911264158646	-0.37400736583905	-0.487283484693131	0.0191014458709511	-0.374208573193045	-0.185117777421186	-0.227772626509334	0.572734902716709
hsa-mir-29c	-0.0701222402293345	-1.94163562656319	-0.625837970550442	-1.20776974814657	-0.446617323317336	-1.47027176121236	-0.184789136101	-1.29939949834102	-0.274287829408674
hsa-mir-301a	2.26982185478199	1.51799178011939	0.0580714888242473	0.455867544808083	0.525767513913385	1.65825552537601	-0.0245630001594098	0.734092102121602	0.153830155713681
